"","FOXC2","TGF","TGFR","CDC42","PAK1","MEK","SNAI1","EGR1","ERK","cfos","HEY1","SMAD","ILK","SHH","AKT","TWIST1","IKK","NFB","SMO","FUS","Jagged","Csn","NOTCH","NOTCHic","Csl","SOSGRB2","KLF4","ZEB2","ZEB1","SNAI2","cateninmemb","RAS","RAF","PI3K","DELTA","Ecadherin","GSK3","miR200","cateninnuc","GLI","TCFLEF","Wnt","CD44","cMet","Frizzled","SRC","DSH","STAT","AXIN2","TrCP","SUFU","LIV1","Destcompl","Patched","RKIP"
"Destcompl",0.0567905372676879,0.0255550205563169,0.0288062520834105,0.0272273047149894,0.0210204081632653,0.0557841218061181,0.0952900193977269,0.0625641025641026,0.0570499445909282,0.0565034965034965,0.00964317733548503,0.0139974937343358,0.0134126984126984,-0.11982880823179,0.0511298909898268,-0.039990931865969,0.055827877567008,0.0567287784679089,-0.111877394636015,-0.111877394636015,-0.185626117497308,0.0523809523809524,-0.0560833692453454,-0.0522757540148844,-0.0522757540148844,-0.0622669800230309,-0.203149190846705,0.192133863412772,0.192133863412772,-0.233645967560952,0.215009252685094,0.0118644496712555,0.0131203366414282,0.0131203366414282,0.0131203366414282,0.051683222366388,-0.0892865305838254,-0.203803589903581,-0.186622379297913,-0.185758339602481,-0.186061441001126,-0.183346465762036,-0.185102536891537,-0.182863730921388,-0.180376168732333,-0.180376168732333,-0.181746031746032,-0.181746031746032,-0.238655152327198,-0.0666666666666667,0.122222222222222,-0.188888888888889,-0.0200210421833517,0.116540607071248,-0.122115665452556
"SRC",0.0170821661998133,0.0205988455988456,0.0115079365079365,-0.00277777777777778,0.0222222222222222,-0.0736039641700019,-0.0594841166679609,-0.0333333333333333,-0.0717171717171717,-0.0606060606060606,-0.0176845415425356,-0.00323613086770981,0.00307017543859649,-0.0184531590413943,-0.121367521367521,-0.0268182392320323,-0.126923076923077,-0.15,-0.0133333333333333,-0.0333333333333333,-0.0143625029404846,-0.15,-0.129047619047619,-0.136190476190476,-0.16,0.11,-0.0948966408268734,0.194347109913148,0.194347109913148,-0.0747682321254781,0.0737471935339021,-0.201134372511093,-0.193558614935336,-0.193558614935336,-0.193558614935336,-0.0208762696997991,0.185714285714286,-0.199944371248719,-0.0859838659614454,-0.0731967213114754,-0.0817333066773291,-0.065,-0.0731967213114754,-0.065,-0.075,-0.075,-0.1,0,-0.116738917931064,0.1,0.0333333333333333,0,0.0318295110686415,0.00962962962962963,0.135353535353535
"AXIN2",0.110540380774573,0.0645281966741413,0.0638681306675407,0.0647530864197531,0.0783333333333333,0.115094650076375,0.1547184519461,0.153333333333333,0.119232581110858,0.131382113821138,0.0187481889307447,0.0181159420289855,0.0220841959972395,-0.153439770611902,0.106618357487923,-0.0370946197518206,0.107729468599034,0.109178743961353,-0.152930402930403,-0.157692307692308,-0.220035634166069,0.122222222222222,-0.0505263157894737,-0.0505263157894737,-0.0505263157894737,-0.0772774023545412,-0.252988588338008,0.245175501457021,0.245175501457021,-0.2770272187641,0.249359406027404,0.0767742895763766,0.0793989614923871,0.0793989614923871,0.0793989614923871,0.0626921145380067,-0.170626288407753,-0.2593606087525,-0.239908935293043,-0.237208142308837,-0.238655152327198,-0.235950280673617,-0.236896652913364,-0.235950280673617,-0.237674418604651,-0.237674418604651,-0.24,-0.24,0.182032686545068,-0.133333333333333,0.15,-0.233333333333333,0.159719384343445,0.151144688644689,-0.178657587931781
"Wnt",0.176356275303644,0.203188405797101,0.146666666666667,0.1,0.1,0.119607843137255,0.104658385093168,0.1,0.0666666666666667,0.0666666666666667,0.0656410256410257,0.0566487775790101,0.058974358974359,0.10974025974026,0.136666666666667,0.222941176470588,0.0866666666666667,0.0666666666666667,0.05,0,0.153259803921569,0.1,0.192857142857143,0.142857142857143,0.1,0.0939393939393939,-0.262745098039216,0.304208512673362,0.304208512673362,0.340258620689655,-0.334703389830508,0.14606971975393,0.118796992481203,0.118796992481203,0.118796992481203,-0.402475553557379,-0.0729623824451411,-0.306262626262626,0.328800478016233,0.286842105263158,0.308270676691729,0.25,0.286842105263158,0.25,0.3,0.2,0.2,0.1,0.31030303030303,-0.1,0,0,-0.0233176107971793,-0.0954545454545455,-0.12
"CD44",0.253333333333333,0.253055555555556,0.2475,0.26,0.2,0.245,0.239686337054758,0.2,0.245,0.225,0.137426900584795,0.143537414965986,0.133333333333333,0.127272727272727,0.0933333333333333,0.233406593406593,0.1,0.1,0.1,0.1,0.142470862470862,0.1,0.0909774436090226,0.0857142857142857,0.1,0.0833333333333333,-0.204761904761905,0.323809523809524,0.323809523809524,0.338692418692419,-0.100384615384615,0.0180952380952381,-0.019047619047619,-0.019047619047619,-0.019047619047619,-0.203830745847356,-0.0898809523809524,-0.336908212560386,0.0803398926654741,0.01,0.0541860465116279,-0.05,0.01,0.05,-0.1,0,0,0.1,-0.03,0,-0.1,0.1,-0.08292589763178,-0.1,-0.273703703703704
"Frizzled",0.213565577629225,0.240331262939959,0.203188405797101,0.146666666666667,0.1,0.164052287581699,0.118944099378882,0.0666666666666667,0.119607843137255,0.0666666666666667,0.0635133660665576,0.0631908336537765,0.0566487775790101,0.119417679095098,0.161666666666667,0.24484593837535,0.136666666666667,0.0866666666666667,0.0954545454545455,0.05,0.16437091503268,0.0666666666666667,0.222268907563025,0.192857142857143,0.142857142857143,0.127272727272727,-0.300840336134454,0.338861978019897,0.338861978019897,0.368334330468835,-0.366766881894001,0.165754759124009,0.14606971975393,0.14606971975393,0.14606971975393,-0.437673688755514,-0.0929623824451411,-0.342200126262626,0.348800478016233,0.308270676691729,0.328800478016233,0.286842105263158,0.308270676691729,0.286842105263158,0.25,0.25,0.3,0.2,0.340535588442565,-0.1,0,0.1,-0.00819824740195381,-0.10974025974026,-0.141428571428571
"cMet",0.277383966244726,0.282842789598109,0.253055555555556,0.2475,0.26,0.250454545454545,0.265110065868317,0.225,0.245,0.245,0.147230822153423,0.143537414965986,0.143537414965986,0.149147727272727,0.112083333333333,0.265990863069515,0.0933333333333333,0.1,0.1,0.1,0.168557818992602,0.1,0.122892337226044,0.0909774436090226,0.0857142857142857,0.0766666666666667,-0.223809523809524,0.345021645021645,0.345021645021645,0.368619425991689,-0.129210238160416,0.0482839173405211,0.0180952380952381,0.0180952380952381,0.0180952380952381,-0.233601738213769,-0.114074500768049,-0.357220712560386,0.0978540169592594,0.0554545454545454,0.0803398926654741,0.01,0.0541860465116279,0.01,-0.05,0.05,-0.1,0,0.016031746031746,-0.1,-0.1,0.1,-0.0626556273615097,-0.127272727272727,-0.295925925925926
"HEY1",0.390184513006655,0.373652623798965,0.340969696969697,0.307636363636364,0.263636363636364,0.357015270963118,0.33671420000923,0.2,0.322994652406417,0.281818181818182,0.111306340718105,0.105159420289855,0.0906666666666667,0.324798387096774,0.326666666666667,0.412614379084967,0.293333333333333,0.26,0.266666666666667,0.233333333333333,0.354196538094589,0.2,0.368992255709564,0.337033492822967,0.305454545454545,0.28138936535163,-0.266666666666667,0.354514963880289,0.354514963880289,0.4649781869926,-0.592777865765671,0.379042232277526,0.355512820512821,0.355512820512821,0.355512820512821,-0.673504886266412,-0.347529841291117,-0.362568172568173,0.395647049521164,0.353897196408636,0.376344434328137,0.326310989512084,0.353267511251214,0.326310989512084,0.296078431372549,0.296078431372549,0.266666666666667,0.266666666666667,0.40259545543053,-0.1,-0.2,0.233333333333333,0.341987979717644,-0.297916666666667,-0.328674500103071
"FOXC2",0.390184513006655,0.373652623798965,0.340969696969697,0.307636363636364,0.263636363636364,0.357015270963118,0.33671420000923,0.2,0.322994652406417,0.281818181818182,0.111306340718105,0.105159420289855,0.0906666666666667,0.324798387096774,0.326666666666667,0.412614379084967,0.293333333333333,0.26,0.266666666666667,0.233333333333333,0.354196538094589,0.2,0.368992255709564,0.337033492822967,0.305454545454545,0.28138936535163,-0.266666666666667,0.354514963880289,0.354514963880289,0.4649781869926,-0.592777865765671,0.379042232277526,0.355512820512821,0.355512820512821,0.355512820512821,-0.673504886266412,-0.347529841291117,-0.362568172568173,0.395647049521164,0.353897196408636,0.376344434328137,0.326310989512084,0.353267511251214,0.326310989512084,0.296078431372549,0.296078431372549,0.266666666666667,0.266666666666667,0.40259545543053,-0.1,-0.2,0.233333333333333,0.341987979717644,-0.297916666666667,-0.328674500103071
"DSH",0.231314495378143,0.258798161894662,0.240331262939959,0.203188405797101,0.146666666666667,0.190368077055384,0.134886128364389,0.0666666666666667,0.164052287581699,0.119607843137255,0.072285295891119,0.0763983808235878,0.0631908336537765,0.13107412081289,0.174310344827586,0.262576434829251,0.161666666666667,0.136666666666667,0.10974025974026,0.0954545454545455,0.179099597203222,0.0866666666666667,0.238352823646941,0.222268907563025,0.192857142857143,0.156541019955654,-0.33287917108591,0.364058828413597,0.364058828413597,0.392199289723783,-0.394446504979984,0.185642714306082,0.165754759124009,0.165754759124009,0.165754759124009,-0.465153934585189,-0.11036377455651,-0.369029394555309,0.366164681043837,0.328532114600226,0.348800478016233,0.308270676691729,0.328800478016233,0.308270676691729,0.286842105263158,0.286842105263158,0.25,0.25,0.364586221353958,-0.0666666666666667,-0.05,0.2,0.00458801214003092,-0.119417679095098,-0.16030969030969
"RAF",0.296006483937518,0.320890075656431,0.267619047619048,0.22,0.2,0.227666911225238,0.22073762506942,0.17,0.187241379310345,0.17,0.159581881533101,0.156725110893631,0.153754813863928,0.208590163934426,0.156168831168831,0.374004753416518,0.110714285714286,0.0857142857142857,0.14,0.1,0.258543536260005,0.1,0.21041181041181,0.156565656565657,0.111111111111111,0.0613968253968254,-0.332663797226208,0.372663797226208,0.372663797226208,0.624385964912281,-0.474936280818634,0.0911449661449661,0.050974025974026,0.050974025974026,0.050974025974026,-0.543314330360812,-0.164381402679275,-0.380952950808151,0.377496836898203,0.32,0.351288185498712,0.27,0.318421052631579,0.268421052631579,0.2,0.2,0.1,0.1,0.337271448663854,-0.1,-0.1,0,0.0227081076332972,-0.184,-0.226050420168067
"SHH",0.35,0.44,0.4,0.3,0.2,0.3,0.283333333333333,0,0.2,0.1,0.0666666666666667,0.1,0.0666666666666667,0.253333333333333,0.15,0.2,0.1,0,0.3,0.2,0.162857142857143,0,0.233333333333333,0.2,0.1,0.25,-0.3,0.375,0.375,0.36727969348659,-0.299068100358423,0.288461538461538,0.25,0.25,0.25,-0.341666666666667,-0.271794871794872,-0.383333333333333,0.241111111111111,0.25,0.196666666666667,0.2,0.15,0.1,0.2,0.1,0.2,0.1,0.276190476190476,0,-0.2,0,0.272987012987013,-0.333333333333333,-0.26
"PI3K",0.255049941927991,0.273778574844572,0.233941176470588,0.177941176470588,0.125,0.192441566790651,0.173280998389694,0.0666666666666667,0.148179271708683,0.0952380952380952,0.0747923182995325,0.0798917967186875,0.0694917967186875,0.132051282051282,0.276018099547511,0.276816119652898,0.252941176470588,0.2,0.1,0.05,0.183245614035088,0.166666666666667,0.236104218362283,0.203846153846154,0.15,0.163461538461538,-0.336842105263158,0.375508463573364,0.375508463573364,0.395363646725939,-0.396875422177051,0.209613710490423,0.18221645021645,0.18221645021645,0.18221645021645,-0.472077970556085,-0.18481240981241,-0.376039526859199,0.381335109628571,0.332612411742847,0.358036140556406,0.303381642512077,0.332612411742847,0.303381642512077,0.255555555555556,0.255555555555556,0.2,0.2,0.358952380952381,-0.2,0,0.1,-0.0192574231537553,-0.115384615384615,-0.165481577246283
"ILK",0.255049941927991,0.273778574844572,0.233941176470588,0.177941176470588,0.125,0.192441566790651,0.173280998389694,0.0666666666666667,0.148179271708683,0.0952380952380952,0.0747923182995325,0.0798917967186875,0.0694917967186875,0.132051282051282,0.276018099547511,0.276816119652898,0.252941176470588,0.2,0.1,0.05,0.183245614035088,0.166666666666667,0.236104218362283,0.203846153846154,0.15,0.163461538461538,-0.336842105263158,0.375508463573364,0.375508463573364,0.395363646725939,-0.396875422177051,0.209613710490423,0.18221645021645,0.18221645021645,0.18221645021645,-0.472077970556085,-0.18481240981241,-0.376039526859199,0.381335109628571,0.332612411742847,0.358036140556406,0.303381642512077,0.332612411742847,0.303381642512077,0.255555555555556,0.255555555555556,0.2,0.2,0.358952380952381,-0.2,0,0.1,-0.0192574231537553,-0.115384615384615,-0.165481577246283
"SNAI2",0.425495673461765,0.41151863197899,0.375493787258493,0.333613445378151,0.276470588235294,0.386989931107578,0.37146790711633,0.2,0.345098039215686,0.288235294117647,0.116169379144063,0.112087517128288,0.0934272300469483,0.365447812927988,0.357176983797258,0.448322008191805,0.319827586206897,0.275,0.301176470588235,0.26,0.401762028014479,0.2,0.408310549100023,0.373245614035088,0.332894736842105,0.323799864773496,-0.286538461538462,0.378588839941263,0.378588839941263,0.710777486540221,-0.63753975365315,0.421006524127211,0.394065884857804,0.394065884857804,0.394065884857804,-0.808795441395151,-0.386109379554679,-0.386587993124707,0.449540131104475,0.402974962071897,0.427956280172798,0.373563197366014,0.40259545543053,0.373563197366014,0.341168831168831,0.341168831168831,0.305454545454545,0.305454545454545,0.447100565604419,-0.1,-0.2,0.26,0.385743987724154,-0.335870348139256,-0.355166666666667
"cateninnuc",0.39493419695059,0.378478722201354,0.358173045345459,0.331736263736264,0.299428571428571,0.366247723172385,0.337027619890995,0.288405797101449,0.345146805741192,0.318564527260179,0.123157343831609,0.110988631195998,0.102666666666667,0.217111984256758,0.332072916666667,0.324496918914511,0.315666666666667,0.291666666666667,0.18792349726776,0.163333333333333,0.247928739153694,0.258333333333333,0.367396405256082,0.349214587074264,0.324795982423101,0.262320834639763,-0.301618152507832,0.382678496292814,0.382678496292814,0.463645702115528,-0.410140467636894,0.364371739371739,0.349725274725275,0.349725274725275,0.349725274725275,-0.493374137241054,-0.336929593599389,-0.390013962277642,0.182424681526157,0.255050909979439,0.269251524939579,0.238054862548609,0.254090957351827,0.237027465288335,0.217402688635565,0.216375291375291,0.191375291375291,0.191375291375291,0.395647049521164,-0.233333333333333,-0.133333333333333,0.160606060606061,0.32023290130176,-0.204693683603163,-0.348657645910748
"RAS",0.345396825396825,0.367769365171811,0.315294117647059,0.28,0.26,0.315727554179567,0.306489675516224,0.26,0.286315789473684,0.26,0.161857707509881,0.158750773036487,0.156709956709957,0.192870056497175,0.212222222222222,0.375242771412984,0.173333333333333,0.166666666666667,0.116666666666667,0.1,0.258624088310664,0.2,0.277259185700099,0.226315789473684,0.2,0.0125541125541125,-0.356428571428571,0.398696612665685,0.398696612665685,0.57634173186284,-0.400410502033264,0.151794871794872,0.205641025641026,0.205641025641026,0.205641025641026,-0.47119473173547,-0.216989664082687,-0.407661538461538,0.410022792164208,0.338970588235294,0.37971117743333,0.276470588235294,0.338172715894869,0.276470588235294,0.2,0.2,0.1,0.1,0.349934123847167,-0.2,-0.1,0,-0.0340659026705538,-0.160666666666667,-0.392622641509434
"SOSGRB2",0.370573870573871,0.39267243394903,0.343736263736264,0.301428571428571,0.271428571428571,0.359400959400959,0.356393745557925,0.276190476190476,0.323037323037323,0.30952380952381,0.261647727272727,0.259196932100158,0.252903225806452,0.298701026608003,0.338011695906433,0.403942028985507,0.304678362573099,0.288888888888889,0.233333333333333,0.2,0.357215265481102,0.3,0.394031320791884,0.347552447552448,0.309090909090909,-0.0272222222222222,-0.362017543859649,0.400588972431078,0.400588972431078,0.645446544203578,-0.494195273195273,0.330747501086484,0.285875706214689,0.285875706214689,0.285875706214689,-0.563557925110508,-0.31585308255715,-0.410651126415904,0.400453903067587,0.331521739130435,0.370434782608696,0.275,0.330434782608696,0.273913043478261,0.2,0.2,0.1,0.1,0.345606435643564,-0.2,-0.2,0,-0.0356106235300866,-0.268468468468469,-0.381834795321637
"AKT",0.278358212604682,0.298249873938228,0.273778574844572,0.233941176470588,0.177941176470588,0.220289668056473,0.195586762800722,0.0952380952380952,0.192441566790651,0.148179271708683,0.0875742731867506,0.0923497091765999,0.0798917967186875,0.14889338731444,0.193189816719228,0.300363520264519,0.276018099547511,0.252941176470588,0.115384615384615,0.1,0.202450912048333,0.2,0.258055437874478,0.236104218362283,0.203846153846154,0.196794871794872,-0.370175438596491,0.404960518367885,0.404960518367885,0.42360485275609,-0.428577766723433,0.233951059888013,0.209613710490423,0.209613710490423,0.209613710490423,-0.504502212980328,-0.205376925941442,-0.40598605092337,0.400873571167032,0.357752076547316,0.381335109628571,0.332612411742847,0.358036140556406,0.332612411742847,0.303381642512077,0.303381642512077,0.255555555555556,0.255555555555556,0.388916279869348,-0.166666666666667,-0.05,0.2,-0.00412094672695625,-0.132051282051282,-0.189705179730755
"MEK",0.33744792537896,0.363955769087088,0.320890075656431,0.267619047619048,0.22,0.174333577891905,0.246378650710445,0.17,0.227666911225238,0.187241379310345,0.163218245169465,0.165950203144554,0.156725110893631,0.227544412300439,0.185580595874714,0.406605486017251,0.156168831168831,0.110714285714286,0.184,0.14,0.279035339538693,0.0857142857142857,0.247638087784073,0.21041181041181,0.156565656565657,0.0925079365079365,-0.369918699186992,0.410759035321446,0.410759035321446,0.659179152260213,-0.51249725642839,0.122573537573538,0.0911449661449661,0.0911449661449661,0.0911449661449661,-0.584662235643144,-0.192145530443403,-0.419033446164188,0.400545164035749,0.352867132867133,0.377496836898203,0.32,0.351288185498712,0.318421052631579,0.27,0.268421052631579,0.2,0.2,0.379613791006196,-0.1,-0.1,0.1,0.0427917896416654,-0.208590163934426,-0.257629367536488
