"Network","JSD"
"AKT_GSK3_2_0",0.0187008186695033
"AKT_GSK3_2_1",0.0403866692529757
"AKT_IKK_1_0",0.175328025060269
"AKT_IKK_1_2",0.762799999999999
"AXIN2_AXIN2_1_0",0.296091383196169
"AXIN2_AXIN2_1_2",0.296045818602551
"AXIN2_Destcompl_1_0",0.0730430598523421
"AXIN2_Destcompl_1_2",0.178265544706592
"cateninmemb_cateninnuc_2_0",0.0363595787232775
"cateninmemb_cateninnuc_2_1",0.0344437771060999
"cateninmemb_Ecadherin_1_0",0.00811451473810639
"cateninmemb_Ecadherin_1_2",0.00702477923773638
"cateninnuc_cateninmemb_2_0",0.0117524228589518
"cateninnuc_cateninmemb_2_1",0.125689678872254
"cateninnuc_Destcompl_1_0",0.0687433046530768
"cateninnuc_Destcompl_1_2",0.105158948427717
"cateninnuc_SNAI2_1_0",0.00664447961619827
"cateninnuc_SNAI2_1_2",0.233095726164848
"cateninnuc_TCFLEF_1_0",0.132268493987168
"cateninnuc_TCFLEF_1_2",0.563199999999999
"CD44_cMet_1_0",0.209442953271087
"CD44_cMet_1_2",0.776049999999996
"CDC42_PAK1_1_0",0.212534496155033
"CDC42_PAK1_1_2",0.761216666666665
"cfos_EGR1_1_0",0.206928263813099
"cfos_EGR1_1_2",0.761199999999999
"cMet_SOSGRB2_1_0",0.15727996034484
"cMet_SOSGRB2_1_2",0.789599999999996
"cMet_SRC_1_0",0.251792743787882
"cMet_SRC_1_2",0.803533333333329
"Csl_HEY1_1_0",0.00621141702965385
"Csl_HEY1_1_2",0.147796222505377
"Csl_SNAI1_1_0",0.00780435882742319
"Csl_SNAI1_1_2",0.00691054277538299
"Csn_GSK3_2_0",0.0163136477837294
"Csn_GSK3_2_1",0.0333866372299047
"Csn_TrCP_2_0",0.209256222520353
"Csn_TrCP_2_1",0.764266666666666
"DELTA_NOTCH_1_0",0.0059611421618
"DELTA_NOTCH_1_2",0.176593857951355
"Destcompl_cateninnuc_2_0",0.0180877742617849
"Destcompl_cateninnuc_2_1",0.0592555835882112
