"","ZEB","SNAIL","OVOL2","OCT4","NRF2","miR34","miR200","miR145","KEAP1","Iext","GRHL2","Ecad"
"ZEB",0,0.1,0,0.1,0.1,0,0,0,0.1,0,0,0
"SNAIL",0,0,0.1,0,0,0,0,0.1,0.1,0,0.1,0.1
"OVOL2",0,0,0,0,0,0.1,0,0.1,0.1,0,0.1,0.1
"OCT4",0.1,0.1,0,0.2,0,0,-0.1,-0.1,0.2,0,0,0
"NRF2",0.1,0,0,0.1,0.1,0.1,0.1,0,0,0,0,0
"miR34",0.1,0,0,0.1,0.1,0.1,0.1,0,0,0,0,0
"miR200",0,0,0.1,0,0.1,0.1,0.1,0.1,-0.1,0,0.1,0.1
"miR145",0,0,0.1,-0.1,0,0.1,0.1,0.1,0,0,0.1,0.1
"KEAP1",0,0.1,0.1,0,-0.1,0,0,0.1,0.1,0,0.1,0.1
"Iext",0.1,0,0,0.1,0.1,0.1,0.1,0,0,0,0,0
"GRHL2",0,0,0.1,0,0,0.1,0.1,0.1,0,0,0.1,0.1
"Ecad",0,0.1,0.1,0,-0.1,0.1,0.1,0.1,0,0,0.1,0.1
