,Cycles,Nature,Edge_count
0,SNAIL1,N,1
1,"TWIST1,SNAIL1,MIR-129",P,3
2,"TWIST1,SNAIL1",P,2
3,"TWIST1,ZEB1,MIR-190,TGFB,SNAIL1,MIR-129",P,6
4,"TWIST1,ZEB1,MIR-190,TGFB,SNAIL1",P,5
5,"TWIST1,ZEB1,MIR-34,SNAIL1,MIR-129",P,5
6,"TWIST1,ZEB1,MIR-34,SNAIL1",P,4
7,"TWIST1,ZEB1,MIR-200,TGFB,SNAIL1,MIR-129",P,6
8,"TWIST1,ZEB1,MIR-200,TGFB,SNAIL1",P,5
9,"GRHL2,ZEB1",P,2
10,"GRHL2,CD24,ZEB1",P,3
11,"HA,ZEB1,HAS2",P,3
12,"SNAIL1,ZEB1,MIR-190,TGFB",P,4
13,"SNAIL1,ZEB1,MIR-34",P,3
14,"SNAIL1,ZEB1,MIR-200,TGFB",P,4
15,"SNAIL1,MIR-200,TGFB",P,3
16,"SNAIL1,MIR-200,ZEB1,MIR-190,TGFB",P,5
17,"SNAIL1,MIR-200,ZEB1,MIR-34",P,4
18,"SNAIL1,MIR-34",P,2
19,"CD44s,ZEB1,ESRP1",P,3
20,"MIR-200,ZEB1",P,2
21,"MIR-1199,ZEB1",P,2
22,"ZEB1,MIR-340",P,2
